Compound	18-1_5-20	18-2_5-20	20-0_5-20	20-1_5-20	21-1_5-20	21-2_5-20	22-0_5-20	22-1_5-20	23-0_5-20	23-1_5-20	23-2_5-20	24-0_5-20	24-1_5-20	24-2_5-20	25-0_5-20	27-0_5-20	28-0_5-20	29-0_5-20	29-1_5-20	29-2_5-20	30-0_5-20	30-1_5-20	30-1_7-20	30-2_7-20	31-1_5-20	31-2_5-20	31-2_7-20	32-0_5-20	32-0_7-20	32-1_7-20	32-2_5-20	33-0_5-20	33-0_7-20	33-1_7-20	34-0_5-20	34-0_7-20	34-1_7-20	35-0_7-20	35-1_5-20	35-2_7-20	36-2_7-20	37-0_7-20	37-1_7-20	37-2_7-20	38-2_5-20	38-2_7-20	39-0_7-20	40-0_5-20	40-1_5-20	40-2_5-20	40-2_7-20	41-0_5-20	41-0_7-20	41-1_5-20	41-1_7-20	42-1_5-20	42-1_7-20	43-0_5-20	43-0_7-20	43-1_7-20	44-0_5-20	44-1_7-20	45-0_5-20	45-0_7-20	45-2_7-20	46-0_5-20	46-0_7-20	47-1_7-20	14-0_5-20	14-1_5-20	14-2_5-20	15-1_5-20 
158.1097@7.164001	88575.00369	214812.7351	62493.99723	51987.0258	88418.03183	95554.08962	39991.0073	35926.00762	33537.97588	57417.98175	45494.01051	46281.9811	26972.0022	34596.99226	124888.9232	82466.0108	163718.9734	118246.0938	104789.0178	89459.92944	189984.0793	122833.1126	1	118731.0709	68762.00539	60044.04291	75891.98977	120963.0587	124887.0188	76985.01315	68093.05307	41826.01702	65748.93931	154329.0365	1	1	96244.00112	63293.99454	59011.02921	149760.0193	57191.01938	91070.93023	130323.9761	38984.98611	90586.97452	154546.0226	1	45193.00913	66197.03597	101784.8982	209379.1122	147294.9048	161273.1789	102538.0613	115772.0122	37004.01003	152382.9538	131926.9699	31794.00192	42177.99806	92797.99408	42890.99012	42628.00742	130371.8618	74659.95404	39785.02817	225295.9728	108824.0575	72671.89972	79679.00438	65734.0384	67331.92074
255.1829@0.40399972	68518.02754	84009.97399	81131.01966	72959.99449	75204.06367	102002.9959	57253.01308	59448.01426	78714.94747	77967.91855	91614.92331	91709.90894	83695.0106	61832.98358	1	105036.9934	53294.97898	67503.98258	1	100853.0368	1	80207.02603	118680.0571	98154.03799	89612.97415	124571.0238	1	1	95430.04947	1	73052.043	102372.9474	44066.02063	70835.01177	68605.04257	1	62440.0036	89179.90238	59717.99052	66904.05344	96036.95227	67261.01829	61133.01075	92212.96595	45287.02034	77482.98963	1	82587.05239	93554.99097	102560.0255	64708.02393	55939.97544	49615.04357	84781.9777	108981.9738	68043.04103	180780.8078	95467.89309	55070.03863	81090.09037	50861.97982	72744.97631	62698.96467	75639.96105	46863.00998	86493.97377	91617.01892	1	93546.10731	68703.97734	101293.0735	65895.94184
"1-(2,6,6-Trimethyl-2-cyclohexen-1-yl)-1,6-heptadien-3-one"	54757.0081	52337.97551	62494.99354	81854.03978	48722.00893	1	65294.00882	46494.9691	83515.94239	54621.98034	99313.96668	38330.01653	35047.98787	50853.9776	1	95575.02156	43892.01857	83380.01435	36659.01749	63767.02701	1	75603.0072	1	1	52830.95981	56695.00443	74909.02895	31636.00923	1	64266.97736	1	43304.00982	1	70740.01968	45403.97542	1	1	60725.96961	61235.98187	46369.96444	47895.01882	48101.99134	1	54453.98461	61507.00043	43944.98762	1	81218.06301	36032.99623	59365.00053	57509.99134	64144.01324	50508.96994	61077.99147	64915.03321	37242.00177	65179.96695	54669.99033	74773.94346	43917.00348	64335.97232	57901.97749	49242.99876	49218.02	1	72364.92613	35162.9868	39013.01834	78158.97895	75130.96436	88011.90111	40568.0124
18-hydroxy-9Z-octadecenoic acid Esi+11.856997	282308.8832	346524.06	44286.97999	353042.4161	175712.9505	253935.9275	43737.98085	330335.8449	1	41627.98194	130308.1687	28981.0049	1	41780.98835	64096.99049	67630.0125	409714.0951	50804.96946	1	496957.8611	1	765056.0915	860464.4123	56428.99363	250225.6225	516081.0029	1	76310.02612	69010.00897	42597.96822	55545.02195	35316.97116	520273.2474	57939.95726	1	44769.00084	1	133559.9562	29969.99037	53400.99489	45087.00317	66716.96312	158029.8974	1	39673.00343	124785.9517	509754.1182	1	27007.99647	165131.9778	320711.153	374935.0049	507042.0949	306763.6468	71505.96621	564699.5672	1	1	80541.01315	107574.9765	50834.96416	67420.98106	1	484040.4201	1	1	1023268.983	40376.99714	38123.97687	1	255820.0828	80592.05499
Panaxynol	89646.95748	74996.05046	73075.99766	35504.98557	22485.99338	42685.01305	1	54063.00187	40219.98714	34100.02083	37876.01684	65423.98424	64916.02313	73247.96205	51026.95741	46246.99481	74119.06183	83255.96387	75767.99758	92851.0111	73795.02819	80539.95245	117596.0438	116136.9882	68944.98525	66456.05348	43096.01942	31853.00805	42628.9825	63241.01928	39702.98892	1	142219.129	52124.969	60411.93598	77503.99196	66901.03918	81822.04642	70806.00015	60701.01416	71822.98535	67245.02891	30106.01214	63209.02758	1	1	113294.9476	50452.98476	74372.00263	63385.05062	84015.97203	82977.00704	91335.9374	60232.01904	96347.9934	1	81513.9863	57110.99899	1	57454.05107	92415.99828	64834.00163	52980.98333	62948.00347	56115.97839	78911.01083	104180.0855	75857.01596	1	42504.00007	67810.92012	67328.04717
892.4814@8.495999	66304.0787	1	1	42486.00289	40868.99085	1	35289.02622	1	92418.94499	73520.04351	136021.9544	1	1	36566.00769	1	103977.9434	27730.00008	80878.01674	30973.99817	51830.00815	1	33865.01466	1	29638.01076	42830.97801	72501.99133	62232.00036	33107.99444	29978.9867	80556.03195	1	35976.00826	1	47762.01227	54985.01973	33325.01721	1	48827.99777	35450.0244	36745.01704	44594.00024	55019.00772	1	39314.99362	29996.01023	1	1	83546.97657	27229.01172	36586.98721	63134.02018	28430.9956	35573.98565	88327.92502	51006.02314	1	1	29871.00175	47917.99755	54168.02989	40816.98502	36374.00087	41591.00713	1	49806.96907	1	1	31088.98725	67050.0134	51079.98568	36224.01901	32822.01066
4-Vinylcyclohexene Esi+6.998996	36581.0027	1	45497.99974	78811.96218	90124.95415	59405.01052	85330.03386	27819.98458	40812.0059	203948.8717	60873.04863	52540.99859	94273.97897	132419.9532	64440.00565	82459.95194	67505.01198	93977.05906	42291.99511	51945.96252	1	62165.00321	1	47895.98158	1	1	115695.0007	79925.98509	1	134972.8771	122374.0386	73130.97621	1	60865.03231	121716.0589	140250.8511	76351.03005	115088.0089	50051.99661	50874.99052	200214.9253	71702.0129	62553.02357	29669.00656	128440.8863	94813.96851	1	197190.8385	107243.0032	1	156615.0142	114214.0018	139910.9158	55023.98472	122604.9754	1	1	111336.8773	160716.1072	95255.97704	1	1	85610.01748	123998.058	312782.2244	41829.98905	1	138474.0389	123127.0313	56285.00493	45813.98701	245572.0767
Urocortisol Esi+8.849999	141160.0186	1	160245.909	96178.0463	88975.96165	77957.00258	172502.0522	1	90596.9587	291197.814	1	174801.0106	64851.93497	340397.9917	1	137409.0024	106801.9158	359008.8791	1	287788.8156	149803.001	1	1	1	89247.05853	82700.01668	115949.0923	1	60559.00999	133904.9716	1	201917.1602	1	441939.3905	122145.9921	183373.1646	1	336222.0928	73679.00713	1	147725.9755	400203.983	1	226049.9386	78573.05312	1	1	226708.9781	206267.0712	39185.98116	135854.987	55726.00076	56625.9999	169266.0368	264464.7655	122381.9274	179796.9472	1	193903.9947	246960.8794	104058.9839	213303.0398	108903.0625	51819.01601	1	227347.876	1	103113.0924	155570.9324	220757.0521	195297.9121	151312.0124
"2,6 dimethylheptanoyl carnitine"	61155.00691	110369.8809	88817.97139	73005.97893	46907.98797	53168.99218	78793.00845	1	1	59752.97816	48777.96668	41659.01189	1	1	96225.92407	81203.03335	89384.06274	52262.01031	31860.97951	75862.01123	94657.02766	55283.98531	104996.0843	62424.98721	46287.01797	1	67833.0151	80270.98609	71689.04236	34296.00709	98786.07009	69200.98727	93384.92137	1	73139.99968	1	53411.98941	71970.048	35955.98969	44838.02152	67481.99477	59292.00653	1	1	83721.00444	135425.8856	103304.9601	72368.98916	1	1	71774.95995	60899.00347	42298.97255	39274.00214	84221.0359	66557.00986	71906.02308	1	1	64380.9837	84009.0423	94208.98237	63835.04276	69207.99073	1	35647.98722	1	27126.00558	46994.0016	1	1	67636.99762
Pfaffic acid Esi+9.429	574003.4967	740482.4411	899470.8488	275830.0285	243768.9755	345432.9071	171346.0015	194468.1009	41127.96303	467658.5375	783547.9288	422347.2114	317016.1911	358814.8317	357702.0845	1026203.201	431062.9374	1050445.586	1	647315.7135	175481.9357	885574.4049	456492.6165	661648.2868	1	38601.97388	456892.4256	228157.8869	471741.5008	1145066.536	408320.0825	232917.9015	819273.713	1182224.833	1	570648.9578	267080.1074	829365.207	1	1055665.982	596619.2493	639079.1081	706452.4827	320929.081	1	1144810.199	259587.0702	1	618421.9496	1	616011.1761	608085.6421	642669.7314	102040.8998	1220017.152	218841.9818	912410.8012	1	407963.0599	386822.9859	1	694803.7428	403654.0944	628099.2408	602591.167	749700.5838	818586.3021	842412.8981	531614.5259	1	1	647610.1178
206.1665@11.335008	84040.95874	283464.7862	71542.00844	51193.00238	105195.9765	49228.05093	129730.9338	170183.0703	129830.9663	102046.9827	126369.9575	66204.01074	1	77415.02625	1	146952.9709	261468.0243	115308.9524	74549.96217	87892.04657	1	1	1	1	76356.05785	91570.03795	86588.03126	56194.99413	60558.00256	81473.03323	1	33521.01004	403755.1119	124270.0403	1	39180.03321	1	75599.0246	80423.97369	37436.99457	74045.99065	103424.1088	83043.06085	71498.97801	140123.9464	54781.98796	205426.1048	93258.97805	72538.03279	98752.93458	324619.9185	153130.0609	93576.00388	107898.0301	86523.05589	209265.2158	95866.09191	79602.98995	122054.9263	84388.98027	160259.9049	55181.99519	80177.0102	189266.034	57246.02898	87497.00414	1	1	124660.9425	283572.0861	215459.0243	65123.96867
Cardanolide skeleton	24312.99496	89933.06391	66620.0123	45967.99116	57802.00835	48053.00392	37838.99104	65758.96629	1	37285.98929	47009.02051	1	47033.00857	29781.00872	18258.9983	1	35009.01862	38407.9675	38088.00228	62555.97202	39858.00829	62757.96711	35704.96293	64052.97682	30585.0073	49744.96885	38799.99914	45047.01844	34011.02818	31286.00873	72235.98064	56253.99751	53124.98838	47182.00151	39662.00527	27957.98954	29880.00978	68787.93851	27816.0125	35494.99524	105114.9248	1	32585.98535	38644.99609	35368.02405	34532.99878	1	44514.01463	48920.99071	1	49026.01912	41813.98724	33930.99227	44339.01192	51345.99038	58910.04359	23424.97682	67115.01768	42983.01315	30150.99516	44321.00576	55739.98524	1	32836.00519	33733.0232	1	1	28358.9992	41758.00014	33375.01813	40373.97463	36335.01799
Avocadienofuran Esi+11.338993	77510.97609	53488.01336	73561.07793	137119.0981	90408.95136	37743.9816	78731.97236	64255.97533	105294.8974	91699.99279	126310.0581	39843.0094	54389.96964	55124.00158	119412.9686	122218.9952	73593.05476	106188.0578	88485.04358	96908.12439	36878.00522	77087.00197	55895.98354	61026.02494	77247.03831	93816.106	92916.93854	71930.94812	69846.97428	100270.0346	43211.00006	43359.00411	86604.05762	73768.0255	78275.00093	36065.97986	119075.9885	88694.99032	73177.0177	72406.01846	71765.95566	69850.99277	104295.9781	69741.02754	78779.02821	79330.05892	51471.99213	98414.95898	68447.01472	83878.00921	80018.9457	97392.0236	102364.9293	87762.01319	82764.01422	57651.99853	104396.9472	85620.99614	99814.03024	84183.9743	80727.97037	62594.96525	71495.01337	89360.02692	129773.1144	99515.93946	82260.94358	49820.9876	110909.0833	107475.0309	104187.018	70349.96084
258.1979@10.6539955	52885.99114	57762.99792	90530.98306	1	52297.01564	41395.03161	73300.02145	55662.99825	54870.0017	74506.93007	60237.02921	68893.96547	51902.01755	49880.97346	59955.00195	132658.9972	86078.06341	74756.94536	1	99242.95003	80240.94632	84407.05685	58061.00806	116833.9473	38558.99956	45230.01958	106875.9709	58467.04269	1	112478.0529	50573.00906	57315.98772	1	130646.0517	56296.00789	91194.99326	57070.04183	136648.8696	80679.02339	100154.9361	116937.976	128627.9822	1	83564.00395	78539.94678	85537.94931	1	108045.9148	72997.02259	74869.99305	73115.01044	41247.98432	48543.01176	86042.98768	106055.0652	1	65182.04523	94979.06938	128568.973	172274.0648	80315.06475	80846.96526	121048.0237	47174.02239	119398.0708	69105.983	1	107350.0993	91959.9461	68636.05439	49230.95141	63733.00214
Plastoquinone-1	53044.99451	63025.0178	105112.9576	30752.00808	57154.95672	37886.99246	1	72692.05145	74858.05793	58994.01587	1	59779.98854	52544.96837	1	45107.00884	92745.00734	64861.0159	1	1	107156.9576	64079.99879	122153.0195	1	1	1	55796.03562	36294.01394	48265.00808	33528.00451	52686.98486	78881.9721	1	1	55309.97234	80643.07328	53263.03437	39115.96672	59082.98109	1	1	80639.99897	56440.00518	38805.00177	1	80373.98539	35370.99052	39376.00157	72046.0143	54169.00611	64974.97261	1	58737.00158	1	74569.03235	77477.99503	83151.05801	1	68739.94133	1	1	62178.96577	1	1	49918.01687	1	66017.00186	1	42607.00434	1	54272.02052	1	39027.00144
214.1719@11.333006	71188.02717	63045.02898	70623.02515	75147.99541	67067.0256	36230.99987	81440.00333	67008.94162	96203.916	70054.00929	112309.0764	38712.98683	40774.99275	50708.99284	1	117027.9819	53994.9926	94459.02345	46371.02512	67307.04973	36522.02149	63774.98349	1	1	65448.97601	72961.05651	80162.06206	47391.9696	1	84600.99437	40801.00307	46614.00979	34639.03215	80166.95185	74346.95319	1	1	59596.9963	62447.96765	53674.00792	57703.97166	60788.00284	37358.99435	58110.97338	62840.01916	64181.01566	39999.01908	79626.00191	53391.00185	77976.99834	69717.97279	96743.02307	77069.95884	79971.03837	76017.02792	42352.98405	87925.98674	71527.97609	99741.06588	63776.00023	73008.00311	59123.00592	60250.01583	70860.00761	47453.99738	75509.99494	48933.97975	48801.03077	108827.98	78458.98221	90368.1019	44750.99068
424.2985@14.869996	69147.04602	64048.02662	64936.04959	59651.01227	62308.05231	52564.96752	44652.98498	91294.03629	46205.02054	73948.07646	82032.04649	91182.98385	51105.0061	61196.01122	91887.05441	83269.06477	51834.96615	42310.99522	1	99693.9959	75883.99434	85295.08557	31461.00201	47367.99546	35017.00318	51679.9839	70169.03979	46128.02809	53532.00247	51015.95877	74590.02035	76683.94831	44677.00949	61261.96406	55326.99701	38083.0129	65546.99404	68630.96406	32011.9957	44628.01444	40360.99163	56159.01456	1	33209.99764	51577.99244	70705.99879	98107.10493	153834.9731	40180.00157	94136.00448	110236.9231	40888.99548	52282.98895	113591.0782	71600.00164	98561.04965	76537.01418	114518.9641	28530.01727	65237.95778	102359.8917	106617.0024	56720.98635	58920.0486	70002.99369	41889.99234	51097.00107	93540.98499	46307.97338	62771.01862	42692.9727	33006.00713
Hexestrol monomethyl ether Esi+6.376005	29746.98848	177876.9442	89326.02852	65977.02017	98408.95615	1	59663.04544	87668.98958	73303.98455	86286.06704	96519.98026	46887.02104	156843.9114	22679.00145	1	1	89071.05119	115807.0052	53434.98525	1	126007.9297	245105.9533	164168.0665	92157.9497	1	112272.9613	1	150204.0305	329667.0106	1	190883.1195	66362.97766	173855.1165	1	281116.9659	68779.02289	101958.9574	48712.01359	136780.97	115104.922	1	139021.0673	97261.01318	70423.04557	188569.0004	105756.9537	94329.01615	253508.044	88389.04796	1	86696.97284	120500.0317	1	150904.05	1	141830.0787	1	148878.9232	1	93918.9722	288532.0388	130468.9519	1	331537.8364	45689.97396	133265.9789	90459.03593	1	67445.00593	73430.00104	205650.0647	144995.9421
Herniarin Esi+14.963992	49277.00661	63320.01602	55080.00233	39353.98198	53554.97574	40748.99901	1	34515.00326	39086.99353	61716.98651	33823.98449	77292.99235	44973.01546	60012.02536	32039.01113	47998.97575	34749.9673	30590.98626	1	74320.9849	34140.00147	54682.02311	44325.98284	45257.0209	56108.00515	124672.0033	80743.97547	36409.99696	47252.0074	43472.9989	41847.99841	70909.92747	44377.99908	62147.03749	35920.03163	44153.00473	48655.99659	53642.02203	27477.99276	43148.98492	80910.03355	44828.01508	1	53358.00107	41592.96753	33871.98699	1	42818.00625	37866.97354	63205.04071	49439.002	46789.98027	48871.98221	57905.0278	50874.0384	39905.99844	64016.98005	35332.98462	37958.99038	44942.0091	37661.03426	37723.99902	49334.96962	39344.02674	52257.98946	65774.92145	83218.00025	52809.98093	50879.01075	60943.00423	36208.9821	38046.99785
144.0938@7.160002	39756.99236	91772.03636	63855.00131	59871.01051	57604.02496	45564.98588	67481.01251	75364.00425	66906.00119	54358.95118	41454.0087	52551.01467	1	1	74399.94838	38154.98661	60880.01104	45923.97815	52112.03596	47533.99376	80122.01035	58714.00302	68428.03981	52850.99455	1	1	1	57347.97802	72600.00363	1	54952.97628	60889.97077	100586.0005	68542.01574	74553.06268	1	62016.00622	1	1	67985.99671	51418.00447	55161.00035	64509.99122	62404.00493	51837.98429	81560.04778	102939.9171	1	1	45054.01321	100299.9944	67316.9877	71847.98122	55306.98206	46203.00289	55296.9773	60940.97662	57557.00889	37029.00081	1	47847.00496	72854.98149	42105.99393	61138.01111	1	71423.04393	93027.97484	42072.9979	45363.01783	45425.00334	1	1
543.8859@0.34799972	44752.01432	28886.98472	53992.97161	88510.99131	109564.8873	71819.9486	62807.9691	38669.99614	70055.95162	106490.1156	73302.91754	73943.97603	81301.02947	93028.94208	51499.00721	47838.9797	75720.01099	99921.04883	29034.02567	54177.9806	39820.97707	94380.02937	1	1	32949.98071	1	34769.02522	71270.03439	23057.98782	34277.01837	114513.9634	91458.01583	1	30718.00709	64194.00715	52262.01031	90351.00323	90128.95231	60321.01148	58185.01387	64647.00889	37528.00558	38947.01122	58331.03288	80497.9822	85323.05488	1	91669.93309	75981.99649	52247.99301	31029.97685	1	27855.97128	88150.00311	85924.02764	48788.00938	58302.00993	86495.95224	1	102899.9674	39105.99036	47050.97504	85554.90804	47925.00626	45235.00467	70184.9947	1	17416.99364	81067.04863	81817.05568	45004.04321	67964.08744
3-oxoglycyrrhetinic acid Esi+13.807995	63158.96898	65290.0262	55005.98572	53254.98661	1	37685.97245	52916.02238	49661.97443	157214.0904	183040.8334	186588.0414	36195.00512	42949.00237	1	44069.99156	53254.98661	36446.00341	31302.99333	151912.0725	141655	53978.97644	66454.07276	53279.98294	141790.8588	117315.0843	102278.9692	48724.00149	97579.06236	1	89509.92258	133027.0398	195753.9644	175181.1476	1	1	1	79389.96281	119437.9679	46993.0244	145211.8839	111418.0155	138427.0153	254444.2388	137570.0602	1	74045.99065	72168.01734	40812.0059	82893.01975	1	1	46150.99078	108486.0488	42163.00288	1	39249.99909	1	48208.00142	1	196144.8594	209604.0402	1	1	293414.7761	76989.0154	42432.99824	50778.00169	76428.97172	1	42112.99907	41506.02062	147774.0069
5beta-Gonane	96630.96845	1	99005.97679	209077.1684	88372.07874	44588.00407	100621.9829	79256.95937	86875.03298	170970.9868	83745.03272	59932.00421	140736.1084	101333.1017	205004.7767	105151.9442	1	84395.99984	243549.9227	184188.0579	1	115647.9366	140093.9375	136199.9832	1	1	92530.92547	170814.8645	1	107218.9956	112250.0063	79086.94796	1	70822.98351	139860.0112	109695.894	190516.9722	134875.0529	138783.0642	109943.8973	45906.98297	116068.9856	190098.1544	104677.0031	140008.9958	192220.9424	1	189474.0831	79414.89483	1	1	60515.03479	1	90482.99104	62325.02777	55990.98733	1	109431.0029	126057.8992	163667.9148	81578.98857	78085.01	132518.1093	107617.9347	257529.2899	120761.0767	1	57584.02447	150575.9672	172614.9626	63930.99823	180106.0352
339.9242@0.34600025	34246.00314	27401.00143	89707.06559	85393.99494	108709.0105	70527.92625	95212.0796	76124.01315	55741.02842	92017.01269	96786.95548	67221.02869	75049.97652	87570.96566	93728.03392	83685.03297	91300.9341	91049.97496	29129.009	48564.01231	25536.99236	75321.96411	1	16994.00177	26464.99939	17030.99378	31814.98895	88589.98546	1	27759.00046	85427.97711	111103.9051	18793.00303	24341.00305	92090.00747	44397.9979	73868.05651	92392.04373	49393.99368	49941.03153	87726.92015	51814.99333	36359.98541	47860.00742	66091.03645	114736.0316	1	77425.97366	61385.99811	54746.98898	40012.99503	24995.00162	38051.00663	70323.04888	79182.99411	56066.95117	57154.00592	81575.03043	35218.01558	92167.97925	39533.00496	38978.98761	95790.96719	50011.97644	47577.99977	61299.00347	1	1	82650.90522	104681.937	33107.99444	57430.04215
4-n-Heptylphenol	1	75030.93936	67141.9585	51681.98996	1	114877.9194	1	67025.01423	45271.98675	1	1	48993.98433	64556.01928	1	38229.98464	1	1	1	58219.97098	40099.98287	66209.9766	1	67616.93493	1	1	48852.9987	70787.99045	44103.97291	64229.03497	1	46643.03353	1	47183.01535	54067.9861	60232.01904	34910.9743	54318.98872	87448.01403	51784.97674	78669.94748	122742.9809	61790.01058	43184.02211	53375.97878	1	57536.96491	43498.01664	1	1	1	63915.97768	1	56078.99988	59154.9797	48812.97291	43413.01501	1	48485.00459	89585.9582	42163.00288	54571.98875	92715.95464	1	1	67067.0256	1	35458.99435	1	97886.95568	61664.98922	86508.96333	56763.03072
"1,3-Diisopropylbenzene"	1	57527.01531	70004.98313	48668.98275	78505.05866	99636.93348	36060.00559	53042.01639	49183.98467	45022.98221	1	54883.99962	65151.01344	34294.01028	1	37490.02065	1	1	55199.97526	47797.01825	67343.91624	1	78916.91832	38632.99753	1	46429.01327	72842.00434	49468.00165	67182.04076	1	43164.95907	1	49860.99319	55916.01785	55318.98249	33468.0297	53992.97161	75226.01255	47435.02214	67682.95797	116424.0835	64677.97994	58771.98479	54759.96864	1	63001.03896	37529.02008	1	1	1	59235.97523	33703.01413	63378.98785	57145.01377	38530.0116	39224.02593	1	46658.00495	99331.04026	43539.01051	53952.97902	92613.05797	1	1	64282.03584	1	1	34319.00249	100797.9659	59017.98318	85377.00892	48959.01797
